#L TT EE BB TE PP TP EP WW WP WT WE FF FP FW FT FE
2.183000e+03 1.430700e+02 5.810700e+00 0.000000e+00 -1.141900e-01 1.978100e-09 3.869800e-07 4.126900e-08 1.722315e-10 1.722315e-10 1.722315e-10 1.722315e-10 1.430700e-09 1.430700e-09 1.430700e-09 1.430700e-09 1.430700e-09
2.184000e+03 1.423000e+02 5.840400e+00 0.000000e+00 -1.502700e-01 1.976600e-09 3.846200e-07 4.150300e-08 1.721797e-10 1.721797e-10 1.721797e-10 1.721797e-10 1.423000e-09 1.423000e-09 1.423000e-09 1.423000e-09 1.423000e-09
2.185000e+03 1.415300e+02 5.869700e+00 0.000000e+00 -1.887800e-01 1.975100e-09 3.822700e-07 4.173300e-08 1.721279e-10 1.721279e-10 1.721279e-10 1.721279e-10 1.415300e-09 1.415300e-09 1.415300e-09 1.415300e-09 1.415300e-09
2.186000e+03 1.407800e+02 5.898900e+00 0.000000e+00 -2.296700e-01 1.973700e-09 3.799300e-07 4.195600e-08 1.720846e-10 1.720846e-10 1.720846e-10 1.720846e-10 1.407800e-09 1.407800e-09 1.407800e-09 1.407800e-09 1.407800e-09
2.187000e+03 1.400400e+02 5.927800e+00 0.000000e+00 -2.729300e-01 1.972200e-09 3.775900e-07 4.217500e-08 1.720325e-10 1.720325e-10 1.720325e-10 1.720325e-10 1.400400e-09 1.400400e-09 1.400400e-09 1.400400e-09 1.400400e-09
2.188000e+03 1.392900e+02 5.956400e+00 0.000000e+00 -3.184900e-01 1.970800e-09 3.752500e-07 4.238800e-08 1.719890e-10 1.719890e-10 1.719890e-10 1.719890e-10 1.392900e-09 1.392900e-09 1.392900e-09 1.392900e-09 1.392900e-09
2.189000e+03 1.385600e+02 5.984700e+00 0.000000e+00 -3.663400e-01 1.969300e-09 3.729200e-07 4.259500e-08 1.719367e-10 1.719367e-10 1.719367e-10 1.719367e-10 1.385600e-09 1.385600e-09 1.385600e-09 1.385600e-09 1.385600e-09
2.190000e+03 1.378400e+02 6.012500e+00 0.000000e+00 -4.164300e-01 1.967900e-09 3.706000e-07 4.279700e-08 1.718929e-10 1.718929e-10 1.718929e-10 1.718929e-10 1.378400e-09 1.378400e-09 1.378400e-09 1.378400e-09 1.378400e-09
2.191000e+03 1.371200e+02 6.040200e+00 0.000000e+00 -4.687500e-01 1.966400e-09 3.682800e-07 4.299400e-08 1.718404e-10 1.718404e-10 1.718404e-10 1.718404e-10 1.371200e-09 1.371200e-09 1.371200e-09 1.371200e-09 1.371200e-09
2.192000e+03 1.364000e+02 6.067300e+00 0.000000e+00 -5.232400e-01 1.965000e-09 3.659600e-07 4.318500e-08 1.717964e-10 1.717964e-10 1.717964e-10 1.717964e-10 1.364000e-09 1.364000e-09 1.364000e-09 1.364000e-09 1.364000e-09
2.193000e+03 1.356900e+02 6.094200e+00 0.000000e+00 -5.798800e-01 1.963500e-09 3.636500e-07 4.337100e-08 1.717436e-10 1.717436e-10 1.717436e-10 1.717436e-10 1.356900e-09 1.356900e-09 1.356900e-09 1.356900e-09 1.356900e-09
2.194000e+03 1.350000e+02 6.120700e+00 0.000000e+00 -6.386200e-01 1.962100e-09 3.613400e-07 4.355100e-08 1.716994e-10 1.716994e-10 1.716994e-10 1.716994e-10 1.350000e-09 1.350000e-09 1.350000e-09 1.350000e-09 1.350000e-09
2.195000e+03 1.343000e+02 6.146800e+00 0.000000e+00 -6.994800e-01 1.960600e-09 3.590400e-07 4.372600e-08 1.716464e-10 1.716464e-10 1.716464e-10 1.716464e-10 1.343000e-09 1.343000e-09 1.343000e-09 1.343000e-09 1.343000e-09
2.196000e+03 1.336200e+02 6.172400e+00 0.000000e+00 -7.623200e-01 1.959200e-09 3.567300e-07 4.389600e-08 1.716020e-10 1.716020e-10 1.716020e-10 1.716020e-10 1.336200e-09 1.336200e-09 1.336200e-09 1.336200e-09 1.336200e-09
2.197000e+03 1.329500e+02 6.197700e+00 0.000000e+00 -8.271200e-01 1.957700e-09 3.544400e-07 4.406000e-08 1.715487e-10 1.715487e-10 1.715487e-10 1.715487e-10 1.329500e-09 1.329500e-09 1.329500e-09 1.329500e-09 1.329500e-09
2.198000e+03 1.322800e+02 6.222500e+00 0.000000e+00 -8.938600e-01 1.956300e-09 3.521400e-07 4.421800e-08 1.715041e-10 1.715041e-10 1.715041e-10 1.715041e-10 1.322800e-09 1.322800e-09 1.322800e-09 1.322800e-09 1.322800e-09
2.199000e+03 1.316200e+02 6.246800e+00 0.000000e+00 -9.625600e-01 1.954900e-09 3.498500e-07 4.437100e-08 1.714593e-10 1.714593e-10 1.714593e-10 1.714593e-10 1.316200e-09 1.316200e-09 1.316200e-09 1.316200e-09 1.316200e-09
2.200000e+03 1.309700e+02 6.270700e+00 0.000000e+00 -1.033100e+00 1.953400e-09 3.475600e-07 4.451900e-08 1.714057e-10 1.714057e-10 1.714057e-10 1.714057e-10 1.309700e-09 1.309700e-09 1.309700e-09 1.309700e-09 1.309700e-09
2.201000e+03 1.303200e+02 6.294300e+00 0.000000e+00 -1.105400e+00 1.952000e-09 3.452800e-07 4.466100e-08 1.713607e-10 1.713607e-10 1.713607e-10 1.713607e-10 1.303200e-09 1.303200e-09 1.303200e-09 1.303200e-09 1.303200e-09
2.202000e+03 1.296800e+02 6.317200e+00 0.000000e+00 -1.179800e+00 1.950500e-09 3.430000e-07 4.479800e-08 1.713068e-10 1.713068e-10 1.713068e-10 1.713068e-10 1.296800e-09 1.296800e-09 1.296800e-09 1.296800e-09 1.296800e-09
2.203000e+03 1.290600e+02 6.339700e+00 0.000000e+00 -1.255500e+00 1.949100e-09 3.407200e-07 4.492900e-08 1.712616e-10 1.712616e-10 1.712616e-10 1.712616e-10 1.290600e-09 1.290600e-09 1.290600e-09 1.290600e-09 1.290600e-09
2.204000e+03 1.284400e+02 6.361800e+00 0.000000e+00 -1.333100e+00 1.947700e-09 3.384500e-07 4.505500e-08 1.712163e-10 1.712163e-10 1.712163e-10 1.712163e-10 1.284400e-09 1.284400e-09 1.284400e-09 1.284400e-09 1.284400e-09
2.205000e+03 1.278300e+02 6.383200e+00 0.000000e+00 -1.412200e+00 1.946300e-09 3.361800e-07 4.517500e-08 1.711709e-10 1.711709e-10 1.711709e-10 1.711709e-10 1.278300e-09 1.278300e-09 1.278300e-09 1.278300e-09 1.278300e-09
2.206000e+03 1.272300e+02 6.404100e+00 0.000000e+00 -1.493000e+00 1.944800e-09 3.339200e-07 4.529000e-08 1.711166e-10 1.711166e-10 1.711166e-10 1.711166e-10 1.272300e-09 1.272300e-09 1.272300e-09 1.272300e-09 1.272300e-09
2.207000e+03 1.266300e+02 6.424600e+00 0.000000e+00 -1.575200e+00 1.943400e-09 3.316600e-07 4.540000e-08 1.710709e-10 1.710709e-10 1.710709e-10 1.710709e-10 1.266300e-09 1.266300e-09 1.266300e-09 1.266300e-09 1.266300e-09
2.208000e+03 1.260500e+02 6.444600e+00 0.000000e+00 -1.658800e+00 1.942000e-09 3.294100e-07 4.550500e-08 1.710252e-10 1.710252e-10 1.710252e-10 1.710252e-10 1.260500e-09 1.260500e-09 1.260500e-09 1.260500e-09 1.260500e-09
2.209000e+03 1.254700e+02 6.463900e+00 0.000000e+00 -1.744000e+00 1.940600e-09 3.271700e-07 4.560400e-08 1.709793e-10 1.709793e-10 1.709793e-10 1.709793e-10 1.254700e-09 1.254700e-09 1.254700e-09 1.254700e-09 1.254700e-09
2.210000e+03 1.249100e+02 6.482600e+00 0.000000e+00 -1.830700e+00 1.939100e-09 3.249400e-07 4.569800e-08 1.709245e-10 1.709245e-10 1.709245e-10 1.709245e-10 1.249100e-09 1.249100e-09 1.249100e-09 1.249100e-09 1.249100e-09
2.211000e+03 1.243500e+02 6.501000e+00 0.000000e+00 -1.918600e+00 1.937700e-09 3.227100e-07 4.578600e-08 1.708784e-10 1.708784e-10 1.708784e-10 1.708784e-10 1.243500e-09 1.243500e-09 1.243500e-09 1.243500e-09 1.243500e-09
2.212000e+03 1.238000e+02 6.518500e+00 0.000000e+00 -2.008000e+00 1.936300e-09 3.204900e-07 4.587000e-08 1.708322e-10 1.708322e-10 1.708322e-10 1.708322e-10 1.238000e-09 1.238000e-09 1.238000e-09 1.238000e-09 1.238000e-09
2.213000e+03 1.232500e+02 6.535600e+00 0.000000e+00 -2.098600e+00 1.934900e-09 3.182800e-07 4.594800e-08 1.707858e-10 1.707858e-10 1.707858e-10 1.707858e-10 1.232500e-09 1.232500e-09 1.232500e-09 1.232500e-09 1.232500e-09
2.214000e+03 1.227200e+02 6.552100e+00 0.000000e+00 -2.190200e+00 1.933500e-09 3.160800e-07 4.602100e-08 1.707394e-10 1.707394e-10 1.707394e-10 1.707394e-10 1.227200e-09 1.227200e-09 1.227200e-09 1.227200e-09 1.227200e-09
2.215000e+03 1.221900e+02 6.568100e+00 0.000000e+00 -2.283200e+00 1.932100e-09 3.138900e-07 4.608900e-08 1.706929e-10 1.706929e-10 1.706929e-10 1.706929e-10 1.221900e-09 1.221900e-09 1.221900e-09 1.221900e-09 1.221900e-09
2.216000e+03 1.216700e+02 6.583300e+00 0.000000e+00 -2.377300e+00 1.930700e-09 3.117100e-07 4.615200e-08 1.706462e-10 1.706462e-10 1.706462e-10 1.706462e-10 1.216700e-09 1.216700e-09 1.216700e-09 1.216700e-09 1.216700e-09
2.217000e+03 1.211700e+02 6.598000e+00 0.000000e+00 -2.472400e+00 1.929300e-09 3.095400e-07 4.620900e-08 1.705994e-10 1.705994e-10 1.705994e-10 1.705994e-10 1.211700e-09 1.211700e-09 1.211700e-09 1.211700e-09 1.211700e-09
2.218000e+03 1.206600e+02 6.612000e+00 0.000000e+00 -2.568500e+00 1.927800e-09 3.073800e-07 4.626200e-08 1.705437e-10 1.705437e-10 1.705437e-10 1.705437e-10 1.206600e-09 1.206600e-09 1.206600e-09 1.206600e-09 1.206600e-09
2.219000e+03 1.201800e+02 6.625400e+00 0.000000e+00 -2.665700e+00 1.926400e-09 3.052400e-07 4.631000e-08 1.704967e-10 1.704967e-10 1.704967e-10 1.704967e-10 1.201800e-09 1.201800e-09 1.201800e-09 1.201800e-09 1.201800e-09
2.220000e+03 1.197000e+02 6.638300e+00 0.000000e+00 -2.763800e+00 1.925000e-09 3.031000e-07 4.635200e-08 1.704496e-10 1.704496e-10 1.704496e-10 1.704496e-10 1.197000e-09 1.197000e-09 1.197000e-09 1.197000e-09 1.197000e-09
2.221000e+03 1.192200e+02 6.650500e+00 0.000000e+00 -2.862900e+00 1.923600e-09 3.009800e-07 4.639000e-08 1.704024e-10 1.704024e-10 1.704024e-10 1.704024e-10 1.192200e-09 1.192200e-09 1.192200e-09 1.192200e-09 1.192200e-09
2.222000e+03 1.187600e+02 6.662000e+00 0.000000e+00 -2.962600e+00 1.922200e-09 2.988800e-07 4.642200e-08 1.703550e-10 1.703550e-10 1.703550e-10 1.703550e-10 1.187600e-09 1.187600e-09 1.187600e-09 1.187600e-09 1.187600e-09
2.223000e+03 1.183100e+02 6.672800e+00 0.000000e+00 -3.063100e+00 1.920800e-09 2.967800e-07 4.645000e-08 1.703076e-10 1.703076e-10 1.703076e-10 1.703076e-10 1.183100e-09 1.183100e-09 1.183100e-09 1.183100e-09 1.183100e-09
2.224000e+03 1.178600e+02 6.683100e+00 0.000000e+00 -3.164400e+00 1.919400e-09 2.947000e-07 4.647300e-08 1.702600e-10 1.702600e-10 1.702600e-10 1.702600e-10 1.178600e-09 1.178600e-09 1.178600e-09 1.178600e-09 1.178600e-09
2.225000e+03 1.174100e+02 6.692700e+00 0.000000e+00 -3.266300e+00 1.918100e-09 2.926400e-07 4.649000e-08 1.702212e-10 1.702212e-10 1.702212e-10 1.702212e-10 1.174100e-09 1.174100e-09 1.174100e-09 1.174100e-09 1.174100e-09
2.226000e+03 1.169800e+02 6.701500e+00 0.000000e+00 -3.368800e+00 1.916700e-09 2.905900e-07 4.650300e-08 1.701734e-10 1.701734e-10 1.701734e-10 1.701734e-10 1.169800e-09 1.169800e-09 1.169800e-09 1.169800e-09 1.169800e-09
2.227000e+03 1.165600e+02 6.709700e+00 0.000000e+00 -3.472000e+00 1.915300e-09 2.885600e-07 4.651200e-08 1.701256e-10 1.701256e-10 1.701256e-10 1.701256e-10 1.165600e-09 1.165600e-09 1.165600e-09 1.165600e-09 1.165600e-09
2.228000e+03 1.161500e+02 6.717200e+00 0.000000e+00 -3.575800e+00 1.913900e-09 2.865400e-07 4.651500e-08 1.700776e-10 1.700776e-10 1.700776e-10 1.700776e-10 1.161500e-09 1.161500e-09 1.161500e-09 1.161500e-09 1.161500e-09
2.229000e+03 1.157500e+02 6.724100e+00 0.000000e+00 -3.679800e+00 1.912500e-09 2.845400e-07 4.651300e-08 1.700294e-10 1.700294e-10 1.700294e-10 1.700294e-10 1.157500e-09 1.157500e-09 1.157500e-09 1.157500e-09 1.157500e-09
2.230000e+03 1.153600e+02 6.730300e+00 0.000000e+00 -3.784500e+00 1.911100e-09 2.825600e-07 4.650700e-08 1.699812e-10 1.699812e-10 1.699812e-10 1.699812e-10 1.153600e-09 1.153600e-09 1.153600e-09 1.153600e-09 1.153600e-09
2.231000e+03 1.149700e+02 6.735800e+00 0.000000e+00 -3.889500e+00 1.909700e-09 2.805900e-07 4.649600e-08 1.699329e-10 1.699329e-10 1.699329e-10 1.699329e-10 1.149700e-09 1.149700e-09 1.149700e-09 1.149700e-09 1.149700e-09
2.232000e+03 1.145900e+02 6.740600e+00 0.000000e+00 -3.994900e+00 1.908300e-09 2.786500e-07 4.648000e-08 1.698844e-10 1.698844e-10 1.698844e-10 1.698844e-10 1.145900e-09 1.145900e-09 1.145900e-09 1.145900e-09 1.145900e-09
2.233000e+03 1.142200e+02 6.744700e+00 0.000000e+00 -4.100400e+00 1.907000e-09 2.767200e-07 4.646000e-08 1.698448e-10 1.698448e-10 1.698448e-10 1.698448e-10 1.142200e-09 1.142200e-09 1.142200e-09 1.142200e-09 1.142200e-09
2.234000e+03 1.138700e+02 6.748100e+00 0.000000e+00 -4.206300e+00 1.905600e-09 2.748100e-07 4.643400e-08 1.697961e-10 1.697961e-10 1.697961e-10 1.697961e-10 1.138700e-09 1.138700e-09 1.138700e-09 1.138700e-09 1.138700e-09
2.235000e+03 1.135300e+02 6.751000e+00 0.000000e+00 -4.312400e+00 1.904200e-09 2.729200e-07 4.640500e-08 1.697473e-10 1.697473e-10 1.697473e-10 1.697473e-10 1.135300e-09 1.135300e-09 1.135300e-09 1.135300e-09 1.135300e-09
2.236000e+03 1.131900e+02 6.753000e+00 0.000000e+00 -4.418500e+00 1.902800e-09 2.710500e-07 4.637000e-08 1.696984e-10 1.696984e-10 1.696984e-10 1.696984e-10 1.131900e-09 1.131900e-09 1.131900e-09 1.131900e-09 1.131900e-09
2.237000e+03 1.128600e+02 6.754300e+00 0.000000e+00 -4.524800e+00 1.901400e-09 2.692000e-07 4.633100e-08 1.696494e-10 1.696494e-10 1.696494e-10 1.696494e-10 1.128600e-09 1.128600e-09 1.128600e-09 1.128600e-09 1.128600e-09
2.238000e+03 1.125300e+02 6.755000e+00 0.000000e+00 -4.631400e+00 1.900100e-09 2.673800e-07 4.628800e-08 1.696093e-10 1.696093e-10 1.696093e-10 1.696093e-10 1.125300e-09 1.125300e-09 1.125300e-09 1.125300e-09 1.125300e-09
2.239000e+03 1.122100e+02 6.755000e+00 0.000000e+00 -4.737700e+00 1.898700e-09 2.655700e-07 4.623900e-08 1.695600e-10 1.695600e-10 1.695600e-10 1.695600e-10 1.122100e-09 1.122100e-09 1.122100e-09 1.122100e-09 1.122100e-09
2.240000e+03 1.118900e+02 6.754300e+00 0.000000e+00 -4.844000e+00 1.897300e-09 2.637900e-07 4.618700e-08 1.695107e-10 1.695107e-10 1.695107e-10 1.695107e-10 1.118900e-09 1.118900e-09 1.118900e-09 1.118900e-09 1.118900e-09
2.241000e+03 1.115900e+02 6.752900e+00 0.000000e+00 -4.950200e+00 1.896000e-09 2.620300e-07 4.612900e-08 1.694702e-10 1.694702e-10 1.694702e-10 1.694702e-10 1.115900e-09 1.115900e-09 1.115900e-09 1.115900e-09 1.115900e-09
2.242000e+03 1.113100e+02 6.750700e+00 0.000000e+00 -5.056300e+00 1.894600e-09 2.602900e-07 4.606800e-08 1.694206e-10 1.694206e-10 1.694206e-10 1.694206e-10 1.113100e-09 1.113100e-09 1.113100e-09 1.113100e-09 1.113100e-09
2.243000e+03 1.110500e+02 6.747900e+00 0.000000e+00 -5.162000e+00 1.893200e-09 2.585800e-07 4.600200e-08 1.693710e-10 1.693710e-10 1.693710e-10 1.693710e-10 1.110500e-09 1.110500e-09 1.110500e-09 1.110500e-09 1.110500e-09
2.244000e+03 1.107700e+02 6.744400e+00 0.000000e+00 -5.267700e+00 1.891900e-09 2.568900e-07 4.593100e-08 1.693302e-10 1.693302e-10 1.693302e-10 1.693302e-10 1.107700e-09 1.107700e-09 1.107700e-09 1.107700e-09 1.107700e-09
2.245000e+03 1.105100e+02 6.740100e+00 0.000000e+00 -5.373100e+00 1.890500e-09 2.552300e-07 4.585600e-08 1.692803e-10 1.692803e-10 1.692803e-10 1.692803e-10 1.105100e-09 1.105100e-09 1.105100e-09 1.105100e-09 1.105100e-09
2.246000e+03 1.102500e+02 6.735200e+00 0.000000e+00 -5.478200e+00 1.889100e-09 2.535900e-07 4.577700e-08 1.692303e-10 1.692303e-10 1.692303e-10 1.692303e-10 1.102500e-09 1.102500e-09 1.102500e-09 1.102500e-09 1.102500e-09
2.247000e+03 1.100000e+02 6.729600e+00 0.000000e+00 -5.583000e+00 1.887800e-09 2.519700e-07 4.569300e-08 1.691891e-10 1.691891e-10 1.691891e-10 1.691891e-10 1.100000e-09 1.100000e-09 1.100000e-09 1.100000e-09 1.100000e-09
2.248000e+03 1.097600e+02 6.723300e+00 0.000000e+00 -5.687300e+00 1.886400e-09 2.503900e-07 4.560500e-08 1.691389e-10 1.691389e-10 1.691389e-10 1.691389e-10 1.097600e-09 1.097600e-09 1.097600e-09 1.097600e-09 1.097600e-09
2.249000e+03 1.095200e+02 6.716300e+00 0.000000e+00 -5.791100e+00 1.885100e-09 2.488300e-07 4.551200e-08 1.690976e-10 1.690976e-10 1.690976e-10 1.690976e-10 1.095200e-09 1.095200e-09 1.095200e-09 1.095200e-09 1.095200e-09
2.250000e+03 1.093000e+02 6.708600e+00 0.000000e+00 -5.894600e+00 1.883700e-09 2.472900e-07 4.541600e-08 1.690471e-10 1.690471e-10 1.690471e-10 1.690471e-10 1.093000e-09 1.093000e-09 1.093000e-09 1.093000e-09 1.093000e-09
2.251000e+03 1.090800e+02 6.700200e+00 0.000000e+00 -5.997300e+00 1.882400e-09 2.457900e-07 4.531500e-08 1.690056e-10 1.690056e-10 1.690056e-10 1.690056e-10 1.090800e-09 1.090800e-09 1.090800e-09 1.090800e-09 1.090800e-09
2.252000e+03 1.088700e+02 6.691100e+00 0.000000e+00 -6.099700e+00 1.881000e-09 2.443100e-07 4.520900e-08 1.689549e-10 1.689549e-10 1.689549e-10 1.689549e-10 1.088700e-09 1.088700e-09 1.088700e-09 1.088700e-09 1.088700e-09
2.253000e+03 1.086700e+02 6.681400e+00 0.000000e+00 -6.201300e+00 1.879700e-09 2.428500e-07 4.510000e-08 1.689131e-10 1.689131e-10 1.689131e-10 1.689131e-10 1.086700e-09 1.086700e-09 1.086700e-09 1.086700e-09 1.086700e-09
2.254000e+03 1.084800e+02 6.671000e+00 0.000000e+00 -6.302400e+00 1.878300e-09 2.414300e-07 4.498700e-08 1.688623e-10 1.688623e-10 1.688623e-10 1.688623e-10 1.084800e-09 1.084800e-09 1.084800e-09 1.084800e-09 1.084800e-09
2.255000e+03 1.082900e+02 6.659900e+00 0.000000e+00 -6.402700e+00 1.877000e-09 2.400300e-07 4.486900e-08 1.688203e-10 1.688203e-10 1.688203e-10 1.688203e-10 1.082900e-09 1.082900e-09 1.082900e-09 1.082900e-09 1.082900e-09
2.256000e+03 1.081200e+02 6.648100e+00 0.000000e+00 -6.502300e+00 1.875600e-09 2.386500e-07 4.474700e-08 1.687692e-10 1.687692e-10 1.687692e-10 1.687692e-10 1.081200e-09 1.081200e-09 1.081200e-09 1.081200e-09 1.081200e-09
2.257000e+03 1.079500e+02 6.635700e+00 0.000000e+00 -6.601100e+00 1.874300e-09 2.373000e-07 4.462100e-08 1.687270e-10 1.687270e-10 1.687270e-10 1.687270e-10 1.079500e-09 1.079500e-09 1.079500e-09 1.079500e-09 1.079500e-09
2.258000e+03 1.077800e+02 6.622600e+00 0.000000e+00 -6.699000e+00 1.872900e-09 2.359800e-07 4.449100e-08 1.686757e-10 1.686757e-10 1.686757e-10 1.686757e-10 1.077800e-09 1.077800e-09 1.077800e-09 1.077800e-09 1.077800e-09
2.259000e+03 1.076300e+02 6.608700e+00 0.000000e+00 -6.796400e+00 1.871600e-09 2.346800e-07 4.435800e-08 1.686332e-10 1.686332e-10 1.686332e-10 1.686332e-10 1.076300e-09 1.076300e-09 1.076300e-09 1.076300e-09 1.076300e-09
2.260000e+03 1.074800e+02 6.594300e+00 0.000000e+00 -6.892700e+00 1.870300e-09 2.334000e-07 4.422000e-08 1.685907e-10 1.685907e-10 1.685907e-10 1.685907e-10 1.074800e-09 1.074800e-09 1.074800e-09 1.074800e-09 1.074800e-09
2.261000e+03 1.073400e+02 6.579200e+00 0.000000e+00 -6.988000e+00 1.868900e-09 2.321500e-07 4.407800e-08 1.685391e-10 1.685391e-10 1.685391e-10 1.685391e-10 1.073400e-09 1.073400e-09 1.073400e-09 1.073400e-09 1.073400e-09
2.262000e+03 1.072000e+02 6.563500e+00 0.000000e+00 -7.082300e+00 1.867600e-09 2.309200e-07 4.393300e-08 1.684964e-10 1.684964e-10 1.684964e-10 1.684964e-10 1.072000e-09 1.072000e-09 1.072000e-09 1.072000e-09 1.072000e-09
2.263000e+03 1.070700e+02 6.547200e+00 0.000000e+00 -7.175700e+00 1.866300e-09 2.297100e-07 4.378300e-08 1.684535e-10 1.684535e-10 1.684535e-10 1.684535e-10 1.070700e-09 1.070700e-09 1.070700e-09 1.070700e-09 1.070700e-09
2.264000e+03 1.069500e+02 6.530200e+00 0.000000e+00 -7.267800e+00 1.864900e-09 2.285300e-07 4.363000e-08 1.684016e-10 1.684016e-10 1.684016e-10 1.684016e-10 1.069500e-09 1.069500e-09 1.069500e-09 1.069500e-09 1.069500e-09
2.265000e+03 1.068200e+02 6.512600e+00 0.000000e+00 -7.358900e+00 1.863600e-09 2.273700e-07 4.347300e-08 1.683585e-10 1.683585e-10 1.683585e-10 1.683585e-10 1.068200e-09 1.068200e-09 1.068200e-09 1.068200e-09 1.068200e-09
2.266000e+03 1.067100e+02 6.494400e+00 0.000000e+00 -7.448900e+00 1.862300e-09 2.262300e-07 4.331200e-08 1.683154e-10 1.683154e-10 1.683154e-10 1.683154e-10 1.067100e-09 1.067100e-09 1.067100e-09 1.067100e-09 1.067100e-09
2.267000e+03 1.066100e+02 6.475600e+00 0.000000e+00 -7.537500e+00 1.860900e-09 2.251100e-07 4.314800e-08 1.682631e-10 1.682631e-10 1.682631e-10 1.682631e-10 1.066100e-09 1.066100e-09 1.066100e-09 1.066100e-09 1.066100e-09
2.268000e+03 1.065200e+02 6.456100e+00 0.000000e+00 -7.625400e+00 1.859600e-09 2.240100e-07 4.297900e-08 1.682197e-10 1.682197e-10 1.682197e-10 1.682197e-10 1.065200e-09 1.065200e-09 1.065200e-09 1.065200e-09 1.065200e-09
2.269000e+03 1.064200e+02 6.436000e+00 0.000000e+00 -7.712500e+00 1.858300e-09 2.229300e-07 4.280800e-08 1.681763e-10 1.681763e-10 1.681763e-10 1.681763e-10 1.064200e-09 1.064200e-09 1.064200e-09 1.064200e-09 1.064200e-09
2.270000e+03 1.063300e+02 6.415400e+00 0.000000e+00 -7.798100e+00 1.857000e-09 2.218700e-07 4.263200e-08 1.681327e-10 1.681327e-10 1.681327e-10 1.681327e-10 1.063300e-09 1.063300e-09 1.063300e-09 1.063300e-09 1.063300e-09
2.271000e+03 1.062600e+02 6.394200e+00 0.000000e+00 -7.882100e+00 1.855700e-09 2.208300e-07 4.245300e-08 1.680890e-10 1.680890e-10 1.680890e-10 1.680890e-10 1.062600e-09 1.062600e-09 1.062600e-09 1.062600e-09 1.062600e-09
2.272000e+03 1.061900e+02 6.372500e+00 0.000000e+00 -7.964700e+00 1.854300e-09 2.198100e-07 4.227100e-08 1.680362e-10 1.680362e-10 1.680362e-10 1.680362e-10 1.061900e-09 1.061900e-09 1.061900e-09 1.061900e-09 1.061900e-09
2.273000e+03 1.061100e+02 6.350000e+00 0.000000e+00 -8.045700e+00 1.853000e-09 2.188100e-07 4.208400e-08 1.679923e-10 1.679923e-10 1.679923e-10 1.679923e-10 1.061100e-09 1.061100e-09 1.061100e-09 1.061100e-09 1.061100e-09
2.274000e+03 1.060600e+02 6.327000e+00 0.000000e+00 -8.126000e+00 1.851700e-09 2.178200e-07 4.189500e-08 1.679483e-10 1.679483e-10 1.679483e-10 1.679483e-10 1.060600e-09 1.060600e-09 1.060600e-09 1.060600e-09 1.060600e-09
2.275000e+03 1.059900e+02 6.303600e+00 0.000000e+00 -8.204800e+00 1.850400e-09 2.168600e-07 4.170200e-08 1.679042e-10 1.679042e-10 1.679042e-10 1.679042e-10 1.059900e-09 1.059900e-09 1.059900e-09 1.059900e-09 1.059900e-09
2.276000e+03 1.059500e+02 6.279500e+00 0.000000e+00 -8.281400e+00 1.849100e-09 2.159100e-07 4.150600e-08 1.678600e-10 1.678600e-10 1.678600e-10 1.678600e-10 1.059500e-09 1.059500e-09 1.059500e-09 1.059500e-09 1.059500e-09
2.277000e+03 1.059100e+02 6.254900e+00 0.000000e+00 -8.357100e+00 1.847800e-09 2.149800e-07 4.130600e-08 1.678157e-10 1.678157e-10 1.678157e-10 1.678157e-10 1.059100e-09 1.059100e-09 1.059100e-09 1.059100e-09 1.059100e-09
2.278000e+03 1.058600e+02 6.229900e+00 0.000000e+00 -8.432100e+00 1.846400e-09 2.140600e-07 4.110300e-08 1.677622e-10 1.677622e-10 1.677622e-10 1.677622e-10 1.058600e-09 1.058600e-09 1.058600e-09 1.058600e-09 1.058600e-09
2.279000e+03 1.058200e+02 6.204200e+00 0.000000e+00 -8.504900e+00 1.845100e-09 2.131700e-07 4.089600e-08 1.677177e-10 1.677177e-10 1.677177e-10 1.677177e-10 1.058200e-09 1.058200e-09 1.058200e-09 1.058200e-09 1.058200e-09
2.280000e+03 1.057900e+02 6.178100e+00 0.000000e+00 -8.576900e+00 1.843800e-09 2.122800e-07 4.068700e-08 1.676731e-10 1.676731e-10 1.676731e-10 1.676731e-10 1.057900e-09 1.057900e-09 1.057900e-09 1.057900e-09 1.057900e-09
2.281000e+03 1.057700e+02 6.151400e+00 0.000000e+00 -8.646600e+00 1.842500e-09 2.114200e-07 4.047400e-08 1.676284e-10 1.676284e-10 1.676284e-10 1.676284e-10 1.057700e-09 1.057700e-09 1.057700e-09 1.057700e-09 1.057700e-09
2.282000e+03 1.057400e+02 6.124300e+00 0.000000e+00 -8.714800e+00 1.841200e-09 2.105600e-07 4.025800e-08 1.675836e-10 1.675836e-10 1.675836e-10 1.675836e-10 1.057400e-09 1.057400e-09 1.057400e-09 1.057400e-09 1.057400e-09
2.283000e+03 1.057100e+02 6.096600e+00 0.000000e+00 -8.781500e+00 1.839900e-09 2.097300e-07 4.003800e-08 1.675387e-10 1.675387e-10 1.675387e-10 1.675387e-10 1.057100e-09 1.057100e-09 1.057100e-09 1.057100e-09 1.057100e-09
